Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.03582,0.02055,0.2607,0.02290,0.01644,0.02525,0.04404,0.01996,0.06400,0.01996,0.03699,0.04463,0.03817,0.06166,0.01468,0.01703,0.02877,0.03230
0.03582, 1.000,0.02819,0.02231,0.02584,0.03053,0.04287,0.2924,0.01644,0.06929,0.03758,0.008808,0.1897,0.04874,0.3541,0.06107,0.03758,0.04698,0.03817
0.02055,0.02819, 1.000,0.04052,0.2866,0.2149,0.07692,0.02642,0.03758,0.03582,0.1192,0.03053,0.03464,0.06577,0.03641,0.05578,0.06224,0.1409,0.2325
0.2607,0.02231,0.04052, 1.000,0.03347,0.03053,0.02408,0.02642,0.01585,0.04463,0.04521,0.04756,0.02760,0.01938,0.02760,0.02760,0.03171,0.04110,0.02349
0.02290,0.02584,0.2866,0.03347, 1.000,0.07810,0.03523,0.02290,0.02584,0.06107,0.07281,0.02466,0.02408,0.03288,0.02290,0.06224,0.07927,0.1210,0.1133
0.01644,0.03053,0.2149,0.03053,0.07810, 1.000,0.1356,0.03347,0.02995,0.02877,0.05520,0.03171,0.02936,0.07046,0.04991,0.09571,0.08867,0.03993,0.1122
0.02525,0.04287,0.07692,0.02408,0.03523,0.1356, 1.000,0.03406,0.1022,0.02760,0.02231,0.05931,0.03053,0.1409,0.09160,0.06694,0.04815,0.02525,0.1010
0.04404,0.2924,0.02642,0.02642,0.02290,0.03347,0.03406, 1.000,0.02408,0.09395,0.07281,0.01644,0.4345,0.03288,0.1450,0.05285,0.03993,0.07340,0.02995
0.01996,0.01644,0.03758,0.01585,0.02584,0.02995,0.1022,0.02408, 1.000,0.02642,0.02819,0.1533,0.02760,0.1239,0.02642,0.03582,0.02701,0.01468,0.06048
0.06400,0.06929,0.03582,0.04463,0.06107,0.02877,0.02760,0.09395,0.02642, 1.000,0.05402,0.01292,0.1603,0.02584,0.05755,0.01996,0.02173,0.1157,0.03347
0.01996,0.03758,0.1192,0.04521,0.07281,0.05520,0.02231,0.07281,0.02819,0.05402, 1.000,0.02114,0.09395,0.02173,0.02995,0.02290,0.02819,0.3095,0.06812
0.03699,0.008808,0.03053,0.04756,0.02466,0.03171,0.05931,0.01644,0.1533,0.01292,0.02114, 1.000,0.01644,0.07399,0.01527,0.03288,0.03053,0.01879,0.05520
0.04463,0.1897,0.03464,0.02760,0.02408,0.02936,0.03053,0.4345,0.02760,0.1603,0.09395,0.01644, 1.000,0.01820,0.1022,0.02701,0.02877,0.1380,0.02877
0.03817,0.04874,0.06577,0.01938,0.03288,0.07046,0.1409,0.03288,0.1239,0.02584,0.02173,0.07399,0.01820, 1.000,0.1004,0.03934,0.02584,0.01468,0.2936
0.06166,0.3541,0.03641,0.02760,0.02290,0.04991,0.09160,0.1450,0.02642,0.05755,0.02995,0.01527,0.1022,0.1004, 1.000,0.04639,0.03699,0.02995,0.06283
0.01468,0.06107,0.05578,0.02760,0.06224,0.09571,0.06694,0.05285,0.03582,0.01996,0.02290,0.03288,0.02701,0.03934,0.04639, 1.000,0.5989,0.02701,0.03934
0.01703,0.03758,0.06224,0.03171,0.07927,0.08867,0.04815,0.03993,0.02701,0.02173,0.02819,0.03053,0.02877,0.02584,0.03699,0.5989, 1.000,0.03876,0.02525
0.02877,0.04698,0.1409,0.04110,0.1210,0.03993,0.02525,0.07340,0.01468,0.1157,0.3095,0.01879,0.1380,0.01468,0.02995,0.02701,0.03876, 1.000,0.06224
0.03230,0.03817,0.2325,0.02349,0.1133,0.1122,0.1010,0.02995,0.06048,0.03347,0.06812,0.05520,0.02877,0.2936,0.06283,0.03934,0.02525,0.06224, 1.000
