Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.3576,0.05461,0.2977,0.1574,0.1251,0.05402,0.1944,0.03758,0.01527,0.02349,0.03464,0.03288,0.05167,0.08162,0.1110,0.08749,0.05167,0.09278
0.3576, 1.000,0.05755,0.1239,0.09689,0.1674,0.1268,0.4363,0.03171,0.02349,0.02995,0.02584,0.04052,0.05344,0.1180,0.1192,0.07105,0.05520,0.1580
0.05461,0.05755, 1.000,0.04991,0.06929,0.1098,0.04815,0.04756,0.02408,0.03641,0.02408,0.03171,0.01938,0.03876,0.03817,0.03758,0.06635,0.2249,0.06400
0.2977,0.1239,0.04991, 1.000,0.1544,0.07223,0.03406,0.06812,0.05931,0.03406,0.03582,0.02819,0.01762,0.02525,0.03699,0.08632,0.1374,0.05755,0.04698
0.1574,0.09689,0.06929,0.1544, 1.000,0.1850,0.03406,0.05989,0.02349,0.02114,0.02173,0.02642,0.01351,0.04110,0.02290,0.04463,0.07868,0.06224,0.08045
0.1251,0.1674,0.1098,0.07223,0.1850, 1.000,0.1327,0.1033,0.02114,0.01116,0.05050,0.04169,0.02055,0.07046,0.06518,0.07164,0.05755,0.07105,0.1615
0.05402,0.1268,0.04815,0.03406,0.03406,0.1327, 1.000,0.1327,0.01644,0.02231,0.04345,0.03993,0.05109,0.06283,0.08162,0.05520,0.02642,0.03876,0.1216
0.1944,0.4363,0.04756,0.06812,0.05989,0.1033,0.1327, 1.000,0.02819,0.04110,0.02525,0.02173,0.08162,0.05226,0.1268,0.1139,0.04874,0.03993,0.1398
0.03758,0.03171,0.02408,0.05931,0.02349,0.02114,0.01644,0.02819, 1.000,0.03758,0.01644,0.09219,0.03347,0.03053,0.03288,0.04404,0.06988,0.03817,0.01703
0.01527,0.02349,0.03641,0.03406,0.02114,0.01116,0.02231,0.04110,0.03758, 1.000,0.02055,0.02995,0.07105,0.01820,0.03112,0.02349,0.03876,0.05226,0.02114
0.02349,0.02995,0.02408,0.03582,0.02173,0.05050,0.04345,0.02525,0.01644,0.02055, 1.000,0.03171,0.03699,0.03464,0.01879,0.03993,0.01879,0.03876,0.03288
0.03464,0.02584,0.03171,0.02819,0.02642,0.04169,0.03993,0.02173,0.09219,0.02995,0.03171, 1.000,0.05872,0.06166,0.03347,0.03230,0.03817,0.01468,0.02877
0.03288,0.04052,0.01938,0.01762,0.01351,0.02055,0.05109,0.08162,0.03347,0.07105,0.03699,0.05872, 1.000,0.03347,0.06107,0.04815,0.01644,0.03406,0.03993
0.05167,0.05344,0.03876,0.02525,0.04110,0.07046,0.06283,0.05226,0.03053,0.01820,0.03464,0.06166,0.03347, 1.000,0.07281,0.02055,0.01468,0.01762,0.1157
0.08162,0.1180,0.03817,0.03699,0.02290,0.06518,0.08162,0.1268,0.03288,0.03112,0.01879,0.03347,0.06107,0.07281, 1.000,0.08280,0.02819,0.01820,0.1374
0.1110,0.1192,0.03758,0.08632,0.04463,0.07164,0.05520,0.1139,0.04404,0.02349,0.03993,0.03230,0.04815,0.02055,0.08280, 1.000,0.06518,0.03171,0.06048
0.08749,0.07105,0.06635,0.1374,0.07868,0.05755,0.02642,0.04874,0.06988,0.03876,0.01879,0.03817,0.01644,0.01468,0.02819,0.06518, 1.000,0.08221,0.02936
0.05167,0.05520,0.2249,0.05755,0.06224,0.07105,0.03876,0.03993,0.03817,0.05226,0.03876,0.01468,0.03406,0.01762,0.01820,0.03171,0.08221, 1.000,0.02642
0.09278,0.1580,0.06400,0.04698,0.08045,0.1615,0.1216,0.1398,0.01703,0.02114,0.03288,0.02877,0.03993,0.1157,0.1374,0.06048,0.02936,0.02642, 1.000
