Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.08649,0.08324,0.1157,0.08000,0.03459,0.01405,0.04973,0.01081,0.02162,0.04216,0.03459,0.01838,0.07784,0.06162,0.07027,0.04757,0.1276
0.08649, 1.000,0.03135,0.04432,0.01297,0.003243,0.09081,0.02162,0.03676,0.02270,0.01946,0.03135,0.02811,0.06919,0.08973,0.04108,0.04000,0.07243
0.08324,0.03135, 1.000,0.09189,0.04757,0.03459,0.02378,0.01946,0.01297,0.03243,0.03135,0.02162,0.01297,0.06162,0.05297,0.04216,0.02486,0.03676
0.1157,0.04432,0.09189, 1.000,0.08541,0.01946,0.02270,0.04000,0.03243,0.02595,0.04108,0.02054,0.03892,0.04865,0.04432,0.02703,0.05297,0.04432
0.08000,0.01297,0.04757,0.08541, 1.000,0.04865,0.03892,0.04432,0.02919,0.02378,0.03027,0.01838,0.02054,0.04649,0.03784,0.04108,0.04865,0.01514
0.03459,0.003243,0.03459,0.01946,0.04865, 1.000,0.02486,0.02595,0.03784,0.03676,0.07676,0.02595,0.05730,0.01838,0.02162,0.02486,0.03892,0.02811
0.01405,0.09081,0.02378,0.02270,0.03892,0.02486, 1.000,0.01514,0.05622,0.01514,0.02162,0.1297,0.03243,0.06703,0.04757,0.02270,0.04108,0.03027
0.04973,0.02162,0.01946,0.04000,0.04432,0.02595,0.01514, 1.000,0.02378,0.02703,0.02486,0.02162,0.02811,0.02703,0.01405,0.02270,0.03459,0.02919
0.01081,0.03676,0.01297,0.03243,0.02919,0.03784,0.05622,0.02378, 1.000,0.05189,0.01838,0.06595,0.02703,0.05838,0.03568,0.03676,0.05297,0.03459
0.02162,0.02270,0.03243,0.02595,0.02378,0.03676,0.01514,0.02703,0.05189, 1.000,0.01081,0.05730,0.05189,0.01730,0.04000,0.01622,0.02378,0.009730
0.04216,0.01946,0.03135,0.04108,0.03027,0.07676,0.02162,0.02486,0.01838,0.01081, 1.000,0.02270,0.03459,0.04324,0.01838,0.03243,0.03351,0.02054
0.03459,0.03135,0.02162,0.02054,0.01838,0.02595,0.1297,0.02162,0.06595,0.05730,0.02270, 1.000,0.02486,0.04216,0.02811,0.02270,0.04757,0.03459
0.01838,0.02811,0.01297,0.03892,0.02054,0.05730,0.03243,0.02811,0.02703,0.05189,0.03459,0.02486, 1.000,0.04757,0.02919,0.01514,0.04108,0.06703
0.07784,0.06919,0.06162,0.04865,0.04649,0.01838,0.06703,0.02703,0.05838,0.01730,0.04324,0.04216,0.04757, 1.000,0.05622,0.02486,0.02486,0.06595
0.06162,0.08973,0.05297,0.04432,0.03784,0.02162,0.04757,0.01405,0.03568,0.04000,0.01838,0.02811,0.02919,0.05622, 1.000,0.07459,0.03568,0.06270
0.07027,0.04108,0.04216,0.02703,0.04108,0.02486,0.02270,0.02270,0.03676,0.01622,0.03243,0.02270,0.01514,0.02486,0.07459, 1.000,0.06919,0.03784
0.04757,0.04000,0.02486,0.05297,0.04865,0.03892,0.04108,0.03459,0.05297,0.02378,0.03351,0.04757,0.04108,0.02486,0.03568,0.06919, 1.000,0.05730
0.1276,0.07243,0.03676,0.04432,0.01514,0.02811,0.03027,0.02919,0.03459,0.009730,0.02054,0.03459,0.06703,0.06595,0.06270,0.03784,0.05730, 1.000
