Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.3401,0.2380,0.1471,0.05806,0.03145,0.09724,0.03241,0.01984,0.02371,0.02467,0.03000,0.02419,0.02612,0.07499,0.1519,0.04790,0.04209
0.3401, 1.000,0.09773,0.09482,0.06193,0.05031,0.1858,0.01500,0.03193,0.02854,0.02903,0.03628,0.02806,0.03725,0.05370,0.07354,0.04306,0.04741
0.2380,0.09773, 1.000,0.07257,0.03338,0.02806,0.06773,0.09047,0.02032,0.03435,0.04306,0.03387,0.02709,0.02758,0.08563,0.1553,0.03483,0.02467
0.1471,0.09482,0.07257, 1.000,0.1805,0.03870,0.04838,0.01693,0.03774,0.03193,0.02709,0.03193,0.02758,0.03145,0.04644,0.1089,0.06725,0.06386
0.05806,0.06193,0.03338,0.1805, 1.000,0.09144,0.03725,0.01548,0.02467,0.05951,0.02322,0.05128,0.04064,0.03483,0.02467,0.02709,0.06338,0.05612
0.03145,0.05031,0.02806,0.03870,0.09144, 1.000,0.04499,0.03145,0.02225,0.02467,0.03435,0.02274,0.04403,0.03387,0.03628,0.03774,0.04403,0.04015
0.09724,0.1858,0.06773,0.04838,0.03725,0.04499, 1.000,0.02806,0.03725,0.03532,0.03774,0.07160,0.03338,0.04451,0.09676,0.06193,0.02274,0.04935
0.03241,0.01500,0.09047,0.01693,0.01548,0.03145,0.02806, 1.000,0.01887,0.03774,0.08224,0.01935,0.05031,0.02080,0.03435,0.04548,0.03338,0.03000
0.01984,0.03193,0.02032,0.03774,0.02467,0.02225,0.03725,0.01887, 1.000,0.03000,0.03435,0.04499,0.01838,0.02854,0.01838,0.02419,0.04064,0.02177
0.02371,0.02854,0.03435,0.03193,0.05951,0.02467,0.03532,0.03774,0.03000, 1.000,0.03290,0.05031,0.03532,0.02274,0.03000,0.02371,0.03241,0.02564
0.02467,0.02903,0.04306,0.02709,0.02322,0.03435,0.03774,0.08224,0.03435,0.03290, 1.000,0.02032,0.04403,0.02129,0.02709,0.04983,0.02080,0.02612
0.03000,0.03628,0.03387,0.03193,0.05128,0.02274,0.07160,0.01935,0.04499,0.05031,0.02032, 1.000,0.01984,0.05467,0.03241,0.03290,0.05467,0.02177
0.02419,0.02806,0.02709,0.02758,0.04064,0.04403,0.03338,0.05031,0.01838,0.03532,0.04403,0.01984, 1.000,0.02322,0.02612,0.02419,0.02516,0.08466
0.02612,0.03725,0.02758,0.03145,0.03483,0.03387,0.04451,0.02080,0.02854,0.02274,0.02129,0.05467,0.02322, 1.000,0.05757,0.02225,0.02080,0.03822
0.07499,0.05370,0.08563,0.04644,0.02467,0.03628,0.09676,0.03435,0.01838,0.03000,0.02709,0.03241,0.02612,0.05757, 1.000,0.05612,0.02564,0.03241
0.1519,0.07354,0.1553,0.1089,0.02709,0.03774,0.06193,0.04548,0.02419,0.02371,0.04983,0.03290,0.02419,0.02225,0.05612, 1.000,0.04886,0.02225
0.04790,0.04306,0.03483,0.06725,0.06338,0.04403,0.02274,0.03338,0.04064,0.03241,0.02080,0.05467,0.02516,0.02080,0.02564,0.04886, 1.000,0.03677
0.04209,0.04741,0.02467,0.06386,0.05612,0.04015,0.04935,0.03000,0.02177,0.02564,0.02612,0.02177,0.08466,0.03822,0.03241,0.02225,0.03677, 1.000
