Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1544,0.2338,0.1328,0.04473,0.05051,0.08369,0.03463,0.04040,0.05772,0.04185,0.03608,0.03752,0.08369,0.2381,0.09235,0.07359,0.04185
0.1544, 1.000,0.1602,0.1212,0.08514,0.09380,0.07215,0.03175,0.03030,0.03463,0.02453,0.04040,0.04473,0.09812,0.1212,0.07071,0.04040,0.05916
0.2338,0.1602, 1.000,0.1371,0.04906,0.03463,0.1284,0.05483,0.03608,0.06061,0.04906,0.02309,0.03319,0.05051,0.1356,0.1270,0.06205,0.03030
0.1328,0.1212,0.1371, 1.000,0.1241,0.1313,0.04040,0.04040,0.03752,0.07215,0.06205,0.05051,0.07215,0.05195,0.08225,0.09812,0.08369,0.08514
0.04473,0.08514,0.04906,0.1241, 1.000,0.1255,0.05051,0.04185,0.03752,0.09380,0.05916,0.04906,0.1025,0.03608,0.06205,0.07215,0.05916,0.1039
0.05051,0.09380,0.03463,0.1313,0.1255, 1.000,0.08802,0.05483,0.04040,0.06349,0.09091,0.03319,0.09812,0.05051,0.04762,0.03752,0.05628,0.09091
0.08369,0.07215,0.1284,0.04040,0.05051,0.08802, 1.000,0.03319,0.04329,0.05772,0.02886,0.04185,0.04618,0.06205,0.09091,0.06782,0.03896,0.04906
0.03463,0.03175,0.05483,0.04040,0.04185,0.05483,0.03319, 1.000,0.04473,0.07792,0.07937,0.03463,0.05339,0.02453,0.04329,0.05195,0.03030,0.06061
0.04040,0.03030,0.03608,0.03752,0.03752,0.04040,0.04329,0.04473, 1.000,0.05916,0.05051,0.04473,0.03608,0.03896,0.04906,0.03175,0.03608,0.02742
0.05772,0.03463,0.06061,0.07215,0.09380,0.06349,0.05772,0.07792,0.05916, 1.000,0.08947,0.04185,0.09091,0.04762,0.1544,0.05195,0.09235,0.1082
0.04185,0.02453,0.04906,0.06205,0.05916,0.09091,0.02886,0.07937,0.05051,0.08947, 1.000,0.03752,0.04329,0.04185,0.02309,0.07071,0.03608,0.07215
0.03608,0.04040,0.02309,0.05051,0.04906,0.03319,0.04185,0.03463,0.04473,0.04185,0.03752, 1.000,0.03896,0.06205,0.06926,0.03608,0.02886,0.03896
0.03752,0.04473,0.03319,0.07215,0.1025,0.09812,0.04618,0.05339,0.03608,0.09091,0.04329,0.03896, 1.000,0.05628,0.03896,0.04618,0.03896,0.1299
0.08369,0.09812,0.05051,0.05195,0.03608,0.05051,0.06205,0.02453,0.03896,0.04762,0.04185,0.06205,0.05628, 1.000,0.1154,0.03463,0.04473,0.04618
0.2381,0.1212,0.1356,0.08225,0.06205,0.04762,0.09091,0.04329,0.04906,0.1544,0.02309,0.06926,0.03896,0.1154, 1.000,0.1183,0.08802,0.04906
0.09235,0.07071,0.1270,0.09812,0.07215,0.03752,0.06782,0.05195,0.03175,0.05195,0.07071,0.03608,0.04618,0.03463,0.1183, 1.000,0.09380,0.03463
0.07359,0.04040,0.06205,0.08369,0.05916,0.05628,0.03896,0.03030,0.03608,0.09235,0.03608,0.02886,0.03896,0.04473,0.08802,0.09380, 1.000,0.02020
0.04185,0.05916,0.03030,0.08514,0.1039,0.09091,0.04906,0.06061,0.02742,0.1082,0.07215,0.03896,0.1299,0.04618,0.04906,0.03463,0.02020, 1.000
