Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.1453,0.09280,0.2558,0.2479,0.1032,0.09280,0.06044,0.08852,0.04029,0.01526,0.03053,0.03358,0.05372,0.07509,0.1154,0.1020,0.05678,0.1166
0.1453, 1.000,0.05739,0.06654,0.07692,0.09402,0.1801,0.1581,0.04640,0.02869,0.02320,0.02625,0.04151,0.04884,0.1111,0.1166,0.07387,0.03724,0.07387
0.09280,0.05739, 1.000,0.05250,0.09035,0.09829,0.07998,0.04335,0.04396,0.05739,0.03907,0.01526,0.03419,0.02991,0.03114,0.05311,0.07265,0.2118,0.06166
0.2558,0.06654,0.05250, 1.000,0.1398,0.04518,0.04090,0.03846,0.2534,0.03724,0.02564,0.02259,0.02015,0.03846,0.03724,0.04274,0.08120,0.04945,0.06899
0.2479,0.07692,0.09035,0.1398, 1.000,0.1593,0.07143,0.03785,0.06105,0.06471,0.03297,0.03053,0.04396,0.04762,0.04274,0.05495,0.06593,0.07692,0.1233
0.1032,0.09402,0.09829,0.04518,0.1593, 1.000,0.2009,0.04335,0.02930,0.04090,0.03419,0.03846,0.04518,0.08974,0.05250,0.05495,0.05311,0.06716,0.1490
0.09280,0.1801,0.07998,0.04090,0.07143,0.2009, 1.000,0.08059,0.03724,0.03236,0.01648,0.03724,0.03419,0.07448,0.07875,0.08181,0.05250,0.04640,0.1007
0.06044,0.1581,0.04335,0.03846,0.03785,0.04335,0.08059, 1.000,0.03236,0.04823,0.03053,0.01282,0.1306,0.03785,0.1587,0.1624,0.04823,0.02137,0.03297
0.08852,0.04640,0.04396,0.2534,0.06105,0.02930,0.03724,0.03236, 1.000,0.04518,0.02747,0.04151,0.01282,0.02564,0.02198,0.02991,0.08242,0.04212,0.03480
0.04029,0.02869,0.05739,0.03724,0.06471,0.04090,0.03236,0.04823,0.04518, 1.000,0.04518,0.02198,0.08974,0.01709,0.02686,0.02381,0.03602,0.08242,0.02686
0.01526,0.02320,0.03907,0.02564,0.03297,0.03419,0.01648,0.03053,0.02747,0.04518, 1.000,0.02991,0.06410,0.02381,0.02564,0.02259,0.01770,0.04823,0.02442
0.03053,0.02625,0.01526,0.02259,0.03053,0.03846,0.03724,0.01282,0.04151,0.02198,0.02991, 1.000,0.02930,0.05678,0.02686,0.02808,0.04151,0.02259,0.03724
0.03358,0.04151,0.03419,0.02015,0.04396,0.04518,0.03419,0.1306,0.01282,0.08974,0.06410,0.02930, 1.000,0.03175,0.06960,0.06105,0.02076,0.06593,0.03114
0.05372,0.04884,0.02991,0.03846,0.04762,0.08974,0.07448,0.03785,0.02564,0.01709,0.02381,0.05678,0.03175, 1.000,0.06899,0.04396,0.02747,0.01709,0.2112
0.07509,0.1111,0.03114,0.03724,0.04274,0.05250,0.07875,0.1587,0.02198,0.02686,0.02564,0.02686,0.06960,0.06899, 1.000,0.3352,0.02991,0.02991,0.09951
0.1154,0.1166,0.05311,0.04274,0.05495,0.05495,0.08181,0.1624,0.02991,0.02381,0.02259,0.02808,0.06105,0.04396,0.3352, 1.000,0.05006,0.03419,0.07387
0.1020,0.07387,0.07265,0.08120,0.06593,0.05311,0.05250,0.04823,0.08242,0.03602,0.01770,0.04151,0.02076,0.02747,0.02991,0.05006, 1.000,0.04274,0.02686
0.05678,0.03724,0.2118,0.04945,0.07692,0.06716,0.04640,0.02137,0.04212,0.08242,0.04823,0.02259,0.06593,0.01709,0.02991,0.03419,0.04274, 1.000,0.04274
0.1166,0.07387,0.06166,0.06899,0.1233,0.1490,0.1007,0.03297,0.03480,0.02686,0.02442,0.03724,0.03114,0.2112,0.09951,0.07387,0.02686,0.04274, 1.000
