Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.05150,0.02196,0.02874,0.02635,0.05629,0.02076,0.02954,0.02076,0.02395,0.02156,0.02395,0.03513,0.05749,0.04471,0.03154,0.02635,0.02076,0.02555
0.05150, 1.000,0.02435,0.02475,0.04311,0.06667,0.05509,0.1629,0.09301,0.02914,0.01996,0.02275,0.02236,0.03992,0.03593,0.03593,0.01597,0.01996,0.02036
0.02196,0.02435, 1.000,0.1373,0.04152,0.04112,0.04551,0.02236,0.03952,0.03792,0.1090,0.02196,0.03114,0.03313,0.01796,0.02036,0.03473,0.1537,0.2938
0.02874,0.02475,0.1373, 1.000,0.02715,0.03353,0.03313,0.02914,0.05589,0.1413,0.03234,0.02275,0.1154,0.02395,0.01956,0.02675,0.05709,0.09142,0.08822
0.02635,0.04311,0.04152,0.02715, 1.000,0.02275,0.02435,0.05150,0.06307,0.04631,0.08024,0.01876,0.02675,0.02715,0.01876,0.01996,0.04072,0.07345,0.02994
0.05629,0.06667,0.04112,0.03353,0.02275, 1.000,0.1349,0.07784,0.02275,0.01677,0.04870,0.02355,0.03234,0.1022,0.03912,0.03673,0.02754,0.03473,0.06068
0.02076,0.05509,0.04551,0.03313,0.02435,0.1349, 1.000,0.1521,0.03752,0.02076,0.02156,0.04072,0.02515,0.04551,0.02435,0.02116,0.02395,0.02675,0.05749
0.02954,0.1629,0.02236,0.02914,0.05150,0.07784,0.1521, 1.000,0.07146,0.02754,0.01956,0.03313,0.02435,0.04152,0.03074,0.03832,0.01876,0.02156,0.02515
0.02076,0.09301,0.03952,0.05589,0.06307,0.02275,0.03752,0.07146, 1.000,0.1126,0.03273,0.03792,0.03912,0.01836,0.02395,0.02196,0.02515,0.04032,0.02834
0.02395,0.02914,0.03792,0.1413,0.04631,0.01677,0.02076,0.02754,0.1126, 1.000,0.02275,0.03074,0.07824,0.02395,0.02275,0.03273,0.06307,0.06627,0.02834
0.02156,0.01996,0.1090,0.03234,0.08024,0.04870,0.02156,0.01956,0.03273,0.02275, 1.000,0.02315,0.02475,0.05868,0.02595,0.02794,0.03673,0.1058,0.06986
0.02395,0.02275,0.02196,0.02275,0.01876,0.02355,0.04072,0.03313,0.03792,0.03074,0.02315, 1.000,0.05669,0.03194,0.04311,0.02236,0.03553,0.02275,0.03034
0.03513,0.02236,0.03114,0.1154,0.02675,0.03234,0.02515,0.02435,0.03912,0.07824,0.02475,0.05669, 1.000,0.01996,0.02715,0.02635,0.1166,0.04631,0.02595
0.05749,0.03992,0.03313,0.02395,0.02715,0.1022,0.04551,0.04152,0.01836,0.02395,0.05868,0.03194,0.01996, 1.000,0.2323,0.03593,0.02754,0.02435,0.05429
0.04471,0.03593,0.01796,0.01956,0.01876,0.03912,0.02435,0.03074,0.02395,0.02275,0.02595,0.04311,0.02715,0.2323, 1.000,0.02914,0.03154,0.02355,0.02076
0.03154,0.03593,0.02036,0.02675,0.01996,0.03673,0.02116,0.03832,0.02196,0.03273,0.02794,0.02236,0.02635,0.03593,0.02914, 1.000,0.02874,0.01956,0.02794
0.02635,0.01597,0.03473,0.05709,0.04072,0.02754,0.02395,0.01876,0.02515,0.06307,0.03673,0.03553,0.1166,0.02754,0.03154,0.02874, 1.000,0.09621,0.02635
0.02076,0.01996,0.1537,0.09142,0.07345,0.03473,0.02675,0.02156,0.04032,0.06627,0.1058,0.02275,0.04631,0.02435,0.02355,0.01956,0.09621, 1.000,0.05070
0.02555,0.02036,0.2938,0.08822,0.02994,0.06068,0.05749,0.02515,0.02834,0.02834,0.06986,0.03034,0.02595,0.05429,0.02076,0.02794,0.02635,0.05070, 1.000
