Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.3013,0.1493,0.3520,0.4000,0.3147,0.1787,0.1253,0.02400,0.1093,0.08267,0.05067,0.02667,0.08000,0.1307,0.1440,0.1387,0.1147,0.2160
0.3013, 1.000,0.1307,0.1493,0.1840,0.2880,0.3253,0.3173,0.06667,0.1067,0.1093,0.07200,0.04533,0.1307,0.2480,0.1067,0.07733,0.09067,0.2800
0.1493,0.1307, 1.000,0.09067,0.1413,0.1867,0.1813,0.1200,0.01600,0.1040,0.1093,0.06133,0.01067,0.08800,0.05067,0.07200,0.1013,0.2053,0.1387
0.3520,0.1493,0.09067, 1.000,0.3813,0.1893,0.1093,0.06400,0.04800,0.1200,0.06667,0.05867,0.05333,0.08533,0.09067,0.1387,0.1840,0.1173,0.1280
0.4000,0.1840,0.1413,0.3813, 1.000,0.3440,0.1520,0.08267,0.02400,0.1200,0.09067,0.07200,0.03467,0.1200,0.08000,0.09333,0.1093,0.1280,0.1413
0.3147,0.2880,0.1867,0.1893,0.3440, 1.000,0.3067,0.1493,0.05067,0.1067,0.1467,0.05067,0.01867,0.1333,0.07467,0.07200,0.1200,0.1867,0.2187
0.1787,0.3253,0.1813,0.1093,0.1520,0.3067, 1.000,0.2320,0.08000,0.06933,0.1307,0.1627,0.03733,0.1467,0.1520,0.05600,0.06933,0.08533,0.1813
0.1253,0.3173,0.1200,0.06400,0.08267,0.1493,0.2320, 1.000,0.04000,0.1040,0.09333,0.08000,0.1467,0.1333,0.2187,0.07467,0.05333,0.07733,0.2053
0.02400,0.06667,0.01600,0.04800,0.02400,0.05067,0.08000,0.04000, 1.000,0.05067,0.02667,0.09600,0.02400,0.06133,0.04800,0.02400,0.06400,0.03733,0.04000
0.1093,0.1067,0.1040,0.1200,0.1200,0.1067,0.06933,0.1040,0.05067, 1.000,0.07467,0.04800,0.1200,0.08267,0.08800,0.05333,0.06667,0.1307,0.09067
0.08267,0.1093,0.1093,0.06667,0.09067,0.1467,0.1307,0.09333,0.02667,0.07467, 1.000,0.08800,0.03467,0.1813,0.08267,0.02933,0.05333,0.09333,0.08800
0.05067,0.07200,0.06133,0.05867,0.07200,0.05067,0.1627,0.08000,0.09600,0.04800,0.08800, 1.000,0.1280,0.1360,0.07467,0.02133,0.05600,0.04267,0.06133
0.02667,0.04533,0.01067,0.05333,0.03467,0.01867,0.03733,0.1467,0.02400,0.1200,0.03467,0.1280, 1.000,0.05067,0.1280,0.03467,0.05067,0.07200,0.07733
0.08000,0.1307,0.08800,0.08533,0.1200,0.1333,0.1467,0.1333,0.06133,0.08267,0.1813,0.1360,0.05067, 1.000,0.1573,0.05067,0.04533,0.06400,0.2427
0.1307,0.2480,0.05067,0.09067,0.08000,0.07467,0.1520,0.2187,0.04800,0.08800,0.08267,0.07467,0.1280,0.1573, 1.000,0.1333,0.01867,0.02933,0.2720
0.1440,0.1067,0.07200,0.1387,0.09333,0.07200,0.05600,0.07467,0.02400,0.05333,0.02933,0.02133,0.03467,0.05067,0.1333, 1.000,0.1307,0.04800,0.1120
0.1387,0.07733,0.1013,0.1840,0.1093,0.1200,0.06933,0.05333,0.06400,0.06667,0.05333,0.05600,0.05067,0.04533,0.01867,0.1307, 1.000,0.1707,0.06133
0.1147,0.09067,0.2053,0.1173,0.1280,0.1867,0.08533,0.07733,0.03733,0.1307,0.09333,0.04267,0.07200,0.06400,0.02933,0.04800,0.1707, 1.000,0.1040
0.2160,0.2800,0.1387,0.1280,0.1413,0.2187,0.1813,0.2053,0.04000,0.09067,0.08800,0.06133,0.07733,0.2427,0.2720,0.1120,0.06133,0.1040, 1.000
