Fp1,Fp2,O2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1
 1.000,0.3328,0.05191,0.2972,0.1868,0.09211,0.05445,0.1237,0.03511,0.02341,0.02392,0.02595,0.02341,0.02392,0.06412,0.1547,0.09924,0.05700,0.07074
0.3328, 1.000,0.06260,0.1043,0.09669,0.1491,0.1430,0.3206,0.02290,0.02799,0.02036,0.02494,0.02850,0.03511,0.1206,0.1410,0.06463,0.04682,0.1150
0.05191,0.06260, 1.000,0.04580,0.07176,0.09262,0.05089,0.04580,0.02545,0.02850,0.03155,0.02137,0.02087,0.03053,0.03206,0.03308,0.04122,0.1511,0.06514
0.2972,0.1043,0.04580, 1.000,0.1954,0.04631,0.03206,0.05394,0.08906,0.03359,0.03766,0.05700,0.02545,0.01730,0.03410,0.1033,0.1415,0.06718,0.03613
0.1868,0.09669,0.07176,0.1954, 1.000,0.1542,0.04173,0.04936,0.03410,0.03664,0.03155,0.03410,0.03308,0.03257,0.04377,0.06463,0.1038,0.08753,0.06361
0.09211,0.1491,0.09262,0.04631,0.1542, 1.000,0.1654,0.07990,0.02748,0.02494,0.03664,0.02901,0.02341,0.08346,0.08092,0.05140,0.05089,0.05496,0.1277
0.05445,0.1430,0.05089,0.03206,0.04173,0.1654, 1.000,0.1262,0.03613,0.03919,0.02036,0.05089,0.04275,0.06972,0.09364,0.04885,0.03206,0.03155,0.1013
0.1237,0.3206,0.04580,0.05394,0.04936,0.07990,0.1262, 1.000,0.02646,0.03104,0.02748,0.02952,0.06819,0.04631,0.1384,0.1252,0.02748,0.02494,0.1308
0.03511,0.02290,0.02545,0.08906,0.03410,0.02748,0.03613,0.02646, 1.000,0.06107,0.04020,0.1349,0.04377,0.06361,0.01679,0.03053,0.07328,0.04529,0.02901
0.02341,0.02799,0.02850,0.03359,0.03664,0.02494,0.03919,0.03104,0.06107, 1.000,0.02239,0.03613,0.07532,0.02443,0.05089,0.02595,0.03664,0.06361,0.02595
0.02392,0.02036,0.03155,0.03766,0.03155,0.03664,0.02036,0.02748,0.04020,0.02239, 1.000,0.03410,0.02901,0.03308,0.02545,0.03104,0.03053,0.03257,0.03053
0.02595,0.02494,0.02137,0.05700,0.03410,0.02901,0.05089,0.02952,0.1349,0.03613,0.03410, 1.000,0.09313,0.06107,0.03766,0.01883,0.05751,0.03766,0.03868
0.02341,0.02850,0.02087,0.02545,0.03308,0.02341,0.04275,0.06819,0.04377,0.07532,0.02901,0.09313, 1.000,0.04478,0.05852,0.02697,0.03359,0.05802,0.04529
0.02392,0.03511,0.03053,0.01730,0.03257,0.08346,0.06972,0.04631,0.06361,0.02443,0.03308,0.06107,0.04478, 1.000,0.07481,0.01781,0.02595,0.01781,0.1435
0.06412,0.1206,0.03206,0.03410,0.04377,0.08092,0.09364,0.1384,0.01679,0.05089,0.02545,0.03766,0.05852,0.07481, 1.000,0.07481,0.02545,0.02341,0.1812
0.1547,0.1410,0.03308,0.1033,0.06463,0.05140,0.04885,0.1252,0.03053,0.02595,0.03104,0.01883,0.02697,0.01781,0.07481, 1.000,0.06107,0.02952,0.06107
0.09924,0.06463,0.04122,0.1415,0.1038,0.05089,0.03206,0.02748,0.07328,0.03664,0.03053,0.05751,0.03359,0.02595,0.02545,0.06107, 1.000,0.1165,0.02545
0.05700,0.04682,0.1511,0.06718,0.08753,0.05496,0.03155,0.02494,0.04529,0.06361,0.03257,0.03766,0.05802,0.01781,0.02341,0.02952,0.1165, 1.000,0.03155
0.07074,0.1150,0.06514,0.03613,0.06361,0.1277,0.1013,0.1308,0.02901,0.02595,0.03053,0.03868,0.04529,0.1435,0.1812,0.06107,0.02545,0.03155, 1.000
